0 30 0.970000
0 60 0.970000
0 120 0.970000
0 240 0.970000
0 300 0.970000
0 480 0.970000
0 600 0.970000
0 960 0.970000
0 1200 0.970000
0 1800 0.970000
0 1920 0.970000
0 2400 0.970000
0 2880 0.970000
0 3600 0.970000
0 4800 0.970000
0 7200 0.970000
0 9600 0.970000
0 14400 0.970000
0 19200 0.970000
0 28800 0.970000
0 38400 0.970000
0 43200 0.970000
0 57600 0.970000
0 86400 0.970000
0 115200 0.970000
0 172800 0.000000
0 230400 0.000000
0 345600 0.000000
0 460800 0.000000
0 691200 0.000000
0 921600 0.000000
0 1382400 0.000000
0 1843200 0.000000
0 2764800 0.000000
0 4147200 0.000000
0 5529600 0.000000
0 8294400 0.000000
1 30 0.970000
1 60 0.970000
1 120 0.970000
1 240 0.970000
1 300 0.970000
1 480 0.970000
1 600 0.970000
1 960 0.970000
1 1200 0.970000
1 1800 0.970000
1 1920 0.970000
1 2400 0.970000
1 2880 0.970000
1 3600 0.970000
1 4800 0.970000
1 7200 0.970000
1 9600 0.970000
1 14400 0.970000
1 19200 0.970000
1 28800 0.970000
1 38400 0.749099
1 43200 0.749099
1 57600 0.749099
1 86400 0.749099
1 115200 0.749099
1 172800 0.749099
1 230400 0.471308
1 345600 0.471308
1 460800 0.471308
1 691200 0.471308
1 921600 0.401377
1 1382400 0.401377
1 1843200 0.401377
1 2764800 0.401377
1 4147200 0.401377
1 5529600 0.401377
1 8294400 0.391390
2 30 0.970000
2 60 0.970000
2 120 0.970000
2 240 0.970000
2 300 0.970000
2 480 0.930925
2 600 0.930925
2 960 0.930925
2 1200 0.930925
2 1800 0.930925
2 1920 0.930925
2 2400 0.930925
2 2880 0.930925
2 3600 0.930925
2 4800 0.930925
2 7200 0.577051
2 9600 0.577051
2 14400 0.577051
2 19200 0.577051
2 28800 0.577051
2 38400 0.310370
2 43200 0.310370
2 57600 0.310370
2 86400 0.310370
2 115200 0.310370
2 172800 0.310370
2 230400 0.310370
2 345600 0.310370
2 460800 0.310370
2 691200 0.310370
2 921600 0.000000
2 1382400 0.000000
2 1843200 0.000000
2 2764800 0.000000
2 4147200 0.000000
2 5529600 0.000000
2 8294400 0.000000
3 30 0.805924
3 60 0.805924
3 120 0.805924
3 240 0.805924
3 300 0.805924
3 480 0.805924
3 600 0.805924
3 960 0.805924
3 1200 0.805924
3 1800 0.805924
3 1920 0.805924
3 2400 0.805924
3 2880 0.805924
3 3600 0.805924
3 4800 0.805924
3 7200 0.701651
3 9600 0.701651
3 14400 0.701651
3 19200 0.701651
3 28800 0.701651
3 38400 0.909743
3 43200 0.909743
3 57600 0.909743
3 86400 0.909743
3 115200 0.447156
3 172800 0.447156
3 230400 0.447156
3 345600 0.447156
3 460800 0.447156
3 691200 0.447156
3 921600 0.450389
3 1382400 0.450389
3 1843200 0.450389
3 2764800 0.450389
3 4147200 0.450389
3 5529600 0.450389
3 8294400 0.450389
4 30 0.970000
4 60 0.970000
4 120 0.970000
4 240 0.970000
4 300 0.970000
4 480 0.970000
4 600 0.970000
4 960 0.970000
4 1200 0.970000
4 1800 0.970000
4 1920 0.970000
4 2400 0.970000
4 2880 0.970000
4 3600 0.970000
4 4800 0.961871
4 7200 0.961871
4 9600 0.961871
4 14400 0.961871
4 19200 0.961871
4 28800 0.961871
4 38400 0.961871
4 43200 0.961871
