250.0 0
750.0 0
1250.0 0
1750.0 0
2250.0 0
2750.0 0
3250.0 0
3750.0 0
4250.0 0
4750.0 0
5250.0 0
5750.0 0
6250.0 3
6750.0 9
7250.0 24
7750.0 30
8250.0 51
8750.0 90
9250.0 144
9750.0 240
10250.0 288
10750.0 339
11250.0 417
11750.0 435
12250.0 513
12750.0 558
13250.0 477
13750.0 528
14250.0 468
14750.0 426
15250.0 387
15750.0 438
16250.0 327
16750.0 264
17250.0 207
17750.0 216
18250.0 147
18750.0 189
19250.0 177
19750.0 183
20250.0 177
20750.0 138
21250.0 120
21750.0 123
22250.0 117
22750.0 132
23250.0 69
23750.0 87
24250.0 75
24750.0 51
25250.0 69
25750.0 48
26250.0 45
26750.0 36
27250.0 42
27750.0 63
28250.0 30
28750.0 42
29250.0 33
29750.0 36
30250.0 33
30750.0 15
31250.0 9
31750.0 24
32250.0 12
32750.0 12
33250.0 18
33750.0 9
34250.0 12
34750.0 12
35250.0 21
35750.0 12
36250.0 9
36750.0 15
37250.0 3
37750.0 3
38250.0 3
38750.0 12
39250.0 3
39750.0 3
40250.0 6
40750.0 6
41250.0 6
41750.0 15
42250.0 21
42750.0 12
43250.0 3
43750.0 12
44250.0 18
44750.0 3
45250.0 6
45750.0 6
46250.0 6
46750.0 6
47250.0 6
47750.0 6
48250.0 9
48750.0 6
49250.0 3
49750.0 6
